Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
3,2282,2358,2435,251,2586,2663,2738,2814,2891,2966,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
4,1708,1765,1821,1878,1935,1992,2049,2106,2163,222,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
4,2562,2648,2732,2817,2903,2988,3074,3159,3245,333,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
5,1911,1974,2038,2102,2165,2229,2293,2356,242,2484,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
5,2867,2961,3057,3153,3248,3344,344,3534,363,3726,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
6,213,2201,2272,2343,2414,2485,2556,2627,2698,2769,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
6,3195,3302,3408,3515,3621,3728,3834,3941,4047,4154,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
7,2367,2445,2524,2603,2682,2761,284,2919,2997,3076,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
7,3551,3668,3786,3905,4023,4142,426,4379,4496,4614,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
8,2621,2708,2796,2883,297,3058,3145,3232,332,3407,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
8,3932,4062,4194,4325,4455,4587,4718,4782,4782,4782,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
9,2895,2991,3088,3184,3281,3377,3474,357,3667,3763,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
9,4343,4487,4632,4776,4782,4782,4782,4782,4782,4782,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
10,3188,3294,340,3507,3613,3719,3825,3932,4038,4144,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
10,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
11,3502,3619,3736,3853,3969,4086,4203,432,4436,4553,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
11,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
12,4198,4338,4478,4618,4758,4898,5038,5178,5318,5458,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
12,4782,4782,4782,4782,4782,4898,5038,5178,5318,5458,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
13,4992,5158,5325,5491,5658,5824,599,6157,6323,649,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
13,4992,5158,5325,5491,5658,5824,599,6157,6323,649,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
14,5899,6096,6292,6489,6685,6882,7079,7275,7472,7668,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
14,5899,6096,6292,6489,6685,6882,7079,7275,7472,7668,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
15,6939,717,7401,7633,7864,8095,8184,8184,8184,8184,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
15,6939,717,7401,7633,7864,8095,8184,8184,8184,8184,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
1,24138,24947,25749,26547,27350,27819,28612,29413,29445,30196,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
2,27140,27786,28685,29445,29776,30651,31527,32403,33279,34154,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
3,29613,30600,31586,32573,33560,34547,35534,36521,37508,38494,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
4,33243,34351,35458,36566,37674,38782,39890,40998,42106,43214,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
5,37193,38433,39673,40913,42153,43393,44633,45873,47113,48353,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
6,41459,42841,44223,45605,46987,48369,49751,51133,52515,53897,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
7,46070,47606,49141,50676,52211,53747,55282,56817,58352,59888,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
8,51022,52723,54423,56124,57825,59526,61226,62927,64628,66329,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
9,56354,58232,60111,61990,63868,65747,67625,69504,71383,73261,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
10,62059,64128,66196,68265,70334,72403,74472,76540,78609,80678,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
11,68182,70455,72728,75000,77273,79545,81818,84091,86363,88636,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
12,81723,84447,87172,89897,92621,95346,98071,100795,103520,106245,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
13,97179,100419,103658,106898,110138,113377,116617,119857,123096,126336,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
14,114836,118663,122491,126319,130146,133974,137801,141629,145456,149284,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
15,135078,139581,144084,148587,153091,157594,162097,166600,170800,170800,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Salary,2020,
1,1157,1195,1234,1272,131,1333,1371,1409,1411,1447,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
1,1736,1793,1851,1908,1965,200,2057,2114,2117,2171,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
2,130,1331,1374,1411,1427,1469,1511,1553,1595,1637,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
2,195,1997,2061,2117,2141,2204,2267,233,2393,2456,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
3,1419,1466,1513,1561,1608,1655,1703,175,1797,1844,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
3,2129,2199,227,2342,2412,2483,2555,2625,2696,2766,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
4,1593,1646,1699,1752,1805,1858,1911,1964,2018,2071,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
4,239,2469,2549,2628,2708,2787,2867,2946,3027,3107,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
5,1782,1842,1901,196,202,2079,2139,2198,2257,2317,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
5,2673,2763,2852,294,303,3119,3209,3297,3386,3476,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
6,1987,2053,2119,2185,2251,2318,2384,245,2516,2583,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
6,2981,308,3179,3278,3377,3477,3576,3675,3774,3875,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
7,2207,2281,2355,2428,2502,2575,2649,2722,2796,287,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
7,3311,3422,3533,3642,3753,3863,3974,4083,4194,4305,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
8,2445,2526,2608,2689,2771,2852,2934,3015,3097,3178,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
8,3668,3789,3912,4034,4157,4278,4401,4461,4461,4461,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
9,270,279,288,297,306,315,324,333,342,351,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
9,405,4185,432,4455,4461,4461,4461,4461,4461,4461,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
10,2974,3073,3172,3271,337,3469,3568,3667,3767,3866,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
10,4461,4461,4461,4461,4461,4461,4461,4461,4461,4461,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
11,3267,3376,3485,3594,3703,3811,392,4029,4138,4247,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
11,4461,4461,4461,4461,4461,4461,4461,4461,4461,4461,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
12,3916,4046,4177,4307,4438,4569,4699,483,496,5091,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
12,4461,4461,4461,4461,4461,4569,4699,483,496,5091,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
13,4656,4812,4967,5122,5277,5433,5588,5743,5898,6053,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
13,4656,4812,4967,5122,5277,5433,5588,5743,5898,6053,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
14,5502,5686,5869,6053,6236,6419,6603,6786,697,7153,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
14,5502,5686,5869,6053,6236,6419,6603,6786,697,7153,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
15,6472,6688,6904,712,7335,7551,7767,7983,8184,8184,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,B
15,6472,6688,6904,712,7335,7551,7767,7983,8184,8184,,"MIAMI-FORT LAUDERDALE-PORT ST. LUCIE, FL",Hourly,2020,O
1,23639,24432,25218,25999,26785,27245,28022,28805,28837,29572,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
2,26580,27212,28093,28837,29161,30019,30876,31734,32591,33449,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
3,29001,29968,30934,31901,32867,33834,34800,35767,36733,37700,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
4,32556,33641,34726,35811,36896,37981,39066,40151,41236,42321,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
5,36425,37639,38854,40068,41282,42497,43711,44926,46140,47355,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
6,40603,41956,43310,44663,46017,47370,48724,50077,51431,52785,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
7,45119,46623,48126,49630,51133,52637,54140,55644,57148,58651,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
8,49969,51634,53300,54965,56631,58297,59962,61628,63294,64959,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
9,55190,57030,58870,60710,62550,64389,66229,68069,69909,71749,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
10,60778,62804,64830,66856,68882,70908,72934,74960,76986,79012,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
11,66775,69000,71226,73452,75677,77903,80129,82354,84580,86806,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
12,80036,82704,85372,88041,90709,93377,96046,98714,101383,104051,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
13,95173,98345,101518,104691,107864,111036,114209,117382,120555,123728,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
14,112465,116214,119962,123711,127459,131208,134956,138705,142453,146202,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
15,132289,136699,141110,145520,149930,154340,158750,163161,167571,170800,,"MILWAUKEE-RACINE-WAUKESHA, WI",Salary,2020,
1,1133,1171,1208,1246,1283,1305,1343,138,1382,1417,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
1,170,1757,1812,1869,1925,1958,2015,207,2073,2126,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
2,1274,1304,1346,1382,1397,1438,1479,1521,1562,1603,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
2,1911,1956,2019,2073,2096,2157,2219,2282,2343,2405,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
3,139,1436,1482,1529,1575,1621,1667,1714,176,1806,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
3,2085,2154,2223,2294,2363,2432,2501,2571,264,2709,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
4,156,1612,1664,1716,1768,182,1872,1924,1976,2028,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
4,234,2418,2496,2574,2652,273,2808,2886,2964,3042,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
5,1745,1803,1862,192,1978,2036,2094,2153,2211,2269,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
5,2618,2705,2793,288,2967,3054,3141,323,3317,3404,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
6,1946,201,2075,214,2205,227,2335,2399,2464,2529,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
6,2919,3015,3113,321,3308,3405,3503,3599,3696,3794,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
7,2162,2234,2306,2378,245,2522,2594,2666,2738,281,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
7,3243,3351,3459,3567,3675,3783,3891,3999,4107,4215,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
8,2394,2474,2554,2634,2714,2793,2873,2953,3033,3113,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
8,3591,3711,3831,3951,4071,419,431,4368,4368,4368,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
9,2644,2733,2821,2909,2997,3085,3173,3262,335,3438,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
9,3966,410,4232,4364,4368,4368,4368,4368,4368,4368,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
10,2912,3009,3106,3203,3301,3398,3495,3592,3689,3786,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
10,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
11,320,3306,3413,352,3626,3733,3839,3946,4053,4159,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
11,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
12,3835,3963,4091,4219,4346,4474,4602,473,4858,4986,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
12,4368,4368,4368,4368,4368,4474,4602,473,4858,4986,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
13,456,4712,4864,5016,5168,532,5472,5624,5776,5929,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
13,456,4712,4864,5016,5168,532,5472,5624,5776,5929,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
14,5389,5568,5748,5928,6107,6287,6467,6646,6826,7005,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
14,5389,5568,5748,5928,6107,6287,6467,6646,6826,7005,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
15,6339,655,6761,6973,7184,7395,7607,7818,8029,8184,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,B
15,6339,655,6761,6973,7184,7395,7607,7818,8029,8184,,"MILWAUKEE-RACINE-WAUKESHA, WI",Hourly,2020,O
1,24362,25179,25989,26794,27605,28078,28879,29687,29719,30477,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
2,27393,28045,28952,29719,30053,30937,31821,32705,33588,34472,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
3,29888,30885,31881,32877,33873,34869,35865,36861,37857,38853,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
4,33552,34670,35789,36907,38025,39143,40261,41380,42498,43616,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
5,37539,38790,40042,41294,42545,43797,45048,46300,47552,48803,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
6,41845,43240,44635,46029,47424,48819,50214,51609,53004,54399,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
7,46499,48049,49598,51148,52698,54247,55797,57346,58896,60445,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
8,51497,53214,54930,56647,58363,60080,61796,63513,65230,66946,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
9,56879,58775,60671,62567,64463,66359,68255,70151,72047,73943,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
10,62637,64725,66813,68901,70989,73077,75165,77253,79341,81429,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
11,68817,71111,73405,75699,77992,80286,82580,84874,87167,89461,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
12,82484,85234,87984,90734,93484,96234,98984,101734,104484,107234,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
13,98084,101354,104623,107893,111163,114433,117703,120973,124242,127512,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
14,115905,119768,123632,127495,131358,135221,139084,142948,146811,150674,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
15,136336,140881,145426,149971,154516,159061,163606,168151,170800,170800,,"MINNEAPOLIS-ST. PAUL, MN-WI",Salary,2020,
1,1167,1206,1245,1284,1323,1345,1384,1422,1424,146,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
1,1751,1809,1868,1926,1985,2018,2076,2133,2136,219,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
2,1313,1344,1387,1424,144,1482,1525,1567,1609,1652,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
2,197,2016,2081,2136,216,2223,2288,2351,2414,2478,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
3,1432,148,1528,1575,1623,1671,1718,1766,1814,1862,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
3,2148,222,2292,2363,2435,2507,2577,2649,2721,2793,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
4,1608,1661,1715,1768,1822,1876,1929,1983,2036,209,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
4,2412,2492,2573,2652,2733,2814,2894,2975,3054,3135,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
5,1799,1859,1919,1979,2039,2099,2159,2218,2278,2338,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
5,2699,2789,2879,2969,3059,3149,3239,3327,3417,3507,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
6,2005,2072,2139,2206,2272,2339,2406,2473,254,2607,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
6,3008,3108,3209,3309,3408,3509,3609,371,381,3911,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
7,2228,2302,2377,2451,2525,2599,2674,2748,2822,2896,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
7,3342,3453,3566,3677,3788,3899,4011,4122,4233,4344,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
8,2468,255,2632,2714,2797,2879,2961,3043,3126,3208,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
8,3702,3825,3948,4071,4196,4319,4442,4502,4502,4502,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
9,2725,2816,2907,2998,3089,318,327,3361,3452,3543,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
9,4088,4224,4361,4497,4502,4502,4502,4502,4502,4502,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
10,3001,3101,3201,3301,3401,3502,3602,3702,3802,3902,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
10,4502,4502,4502,4502,4502,4502,4502,4502,4502,4502,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
11,3297,3407,3517,3627,3737,3847,3957,4067,4177,4287,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
11,4502,4502,4502,4502,4502,4502,4502,4502,4502,4502,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
12,3952,4084,4216,4348,4479,4611,4743,4875,5006,5138,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
12,4502,4502,4502,4502,4502,4611,4743,4875,5006,5138,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
13,470,4856,5013,517,5326,5483,564,5797,5953,611,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
13,470,4856,5013,517,5326,5483,564,5797,5953,611,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
14,5554,5739,5924,6109,6294,6479,6664,6849,7035,722,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
14,5554,5739,5924,6109,6294,6479,6664,6849,7035,722,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
15,6533,675,6968,7186,7404,7622,7839,8057,8184,8184,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,B
15,6533,675,6968,7186,7404,7622,7839,8057,8184,8184,,"MINNEAPOLIS-ST. PAUL, MN-WI",Hourly,2020,O
1,26184,27061,27932,28798,29669,30178,31038,31906,31941,32755,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
2,29441,30141,31117,31941,32300,33250,34200,35150,36100,37049,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
3,32123,33194,34264,35335,36405,37476,38546,39617,40687,41758,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
4,36061,37263,38464,39666,40868,42070,43272,44473,45675,46877,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
5,40345,41691,43036,44381,45726,47071,48416,49762,51107,52452,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
6,44973,46472,47972,49471,50970,52469,53968,55468,56967,58466,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
7,49976,51641,53307,54972,56637,58303,59968,61633,63299,64964,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
8,55347,57192,59037,60882,62727,64572,66417,68261,70106,71951,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
9,61131,63169,65207,67245,69282,71320,73358,75396,77434,79472,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
10,67320,69564,71808,74052,76296,78540,80785,83029,85273,87517,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
11,73962,76428,78893,81358,83823,86288,88754,91219,93684,96149,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
12,88651,91606,94562,97517,100473,103429,106384,109340,112295,115251,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
13,105417,108931,112445,115960,119474,122988,126503,130017,133531,137045,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
14,124571,128723,132875,137027,141179,145331,149483,153635,157787,161939,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
15,146529,151413,156298,161183,166068,170800,170800,170800,170800,170800,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Salary,2020,
1,1255,1297,1338,138,1422,1446,1487,1529,153,1569,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
1,1883,1946,2007,207,2133,2169,2231,2294,2295,2354,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
2,1411,1444,1491,153,1548,1593,1639,1684,173,1775,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
2,2117,2166,2237,2295,2322,239,2459,2526,2595,2663,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
3,1539,1591,1642,1693,1744,1796,1847,1898,195,2001,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
3,2309,2387,2463,254,2616,2694,2771,2847,2925,3002,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
4,1728,1785,1843,1901,1958,2016,2073,2131,2189,2246,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
4,2592,2678,2765,2852,2937,3024,311,3197,3284,3369,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
5,1933,1998,2062,2127,2191,2255,232,2384,2449,2513,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
5,290,2997,3093,3191,3287,3383,348,3576,3674,377,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
6,2155,2227,2299,237,2442,2514,2586,2658,273,2801,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
6,3233,3341,3449,3555,3663,3771,3879,3987,4095,4202,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
7,2395,2474,2554,2634,2714,2794,2873,2953,3033,3113,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
7,3593,3711,3831,3951,4071,4191,431,443,455,467,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
8,2652,274,2829,2917,3006,3094,3182,3271,3359,3448,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
8,3978,411,4244,4376,4509,4641,4773,4839,4839,4839,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
9,2929,3027,3124,3222,332,3417,3515,3613,371,3808,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
9,4394,4541,4686,4833,4839,4839,4839,4839,4839,4839,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
10,3226,3333,3441,3548,3656,3763,3871,3978,4086,4193,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
10,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
11,3544,3662,378,3898,4016,4135,4253,4371,4489,4607,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
11,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
12,4248,4389,4531,4673,4814,4956,5097,5239,5381,5522,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
12,4839,4839,4839,4839,4839,4956,5097,5239,5381,5522,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
13,5051,522,5388,5556,5725,5893,6061,623,6398,6567,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,B
13,5051,522,5388,5556,5725,5893,6061,623,6398,6567,,"NEW YORK-NEWARK, NY-NJ-CT-PA",Hourly,2020,O
